pointID,x,y,minorCatch,majorCatch
244,580337.5,5252862.5,-9999,-9999
245,580437.5,5252862.5,-9999,-9999
246,580537.5,5252862.5,-9999,-9999
247,580637.5,5252862.5,-9999,-9999
248,580737.5,5252862.5,-9999,-9999
249,580837.5,5252862.5,-9999,-9999
250,580937.5,5252862.5,-9999,-9999
251,581037.5,5252862.5,-9999,-9999
252,581137.5,5252862.5,-9999,-9999
253,581237.5,5252862.5,-9999,-9999
254,581337.5,5252862.5,-9999,-9999
255,581437.5,5252862.5,-9999,-9999
256,581537.5,5252862.5,-9999,-9999
257,581637.5,5252862.5,-9999,-9999
258,581737.5,5252862.5,-9999,-9999
259,581837.5,5252862.5,-9999,-9999
260,581937.5,5252862.5,-9999,-9999
261,582037.5,5252862.5,-9999,-9999
262,582137.5,5252862.5,-9999,-9999
263,582237.5,5252862.5,-9999,-9999
264,582337.5,5252862.5,-9999,-9999
265,582437.5,5252862.5,-9999,-9999
266,582537.5,5252862.5,-9999,-9999
267,582637.5,5252862.5,-9999,-9999
268,582737.5,5252862.5,-9999,-9999
269,582837.5,5252862.5,-9999,-9999
270,582937.5,5252862.5,-9999,-9999
271,583037.5,5252862.5,-9999,-9999
272,583137.5,5252862.5,-9999,-9999
273,583237.5,5252862.5,-9999,-9999
274,583337.5,5252862.5,-9999,-9999
275,583437.5,5252862.5,-9999,-9999
276,583537.5,5252862.5,-9999,-9999
277,583637.5,5252862.5,-9999,-9999
278,583737.5,5252862.5,-9999,-9999
279,583837.5,5252862.5,-9999,-9999
280,583937.5,5252862.5,-9999,-9999
281,584037.5,5252862.5,-9999,-9999
282,584137.5,5252862.5,-9999,-9999
283,584237.5,5252862.5,-9999,-9999
284,584337.5,5252862.5,-9999,-9999
285,584437.5,5252862.5,-9999,-9999
286,584537.5,5252862.5,-9999,-9999
287,584637.5,5252862.5,-9999,-9999
288,584737.5,5252862.5,-9999,-9999
289,584837.5,5252862.5,-9999,-9999
290,584937.5,5252862.5,-9999,-9999
291,585037.5,5252862.5,-9999,-9999
292,585137.5,5252862.5,-9999,-9999
293,585237.5,5252862.5,-9999,-9999
294,585337.5,5252862.5,-9999,-9999
295,585437.5,5252862.5,-9999,-9999
296,585537.5,5252862.5,-9999,-9999
297,585637.5,5252862.5,-9999,-9999
298,585737.5,5252862.5,-9999,-9999
299,585837.5,5252862.5,-9999,-9999
300,585937.5,5252862.5,-9999,-9999
301,586037.5,5252862.5,-9999,-9999
302,586137.5,5252862.5,-9999,-9999
303,586237.5,5252862.5,-9999,-9999
304,586337.5,5252862.5,-9999,-9999
305,586437.5,5252862.5,-9999,-9999
306,586537.5,5252862.5,-9999,-9999
307,586637.5,5252862.5,-9999,-9999
308,586737.5,5252862.5,-9999,-9999
309,586837.5,5252862.5,-9999,-9999
310,586937.5,5252862.5,-9999,-9999
311,587037.5,5252862.5,-9999,-9999
312,587137.5,5252862.5,-9999,-9999
313,587237.5,5252862.5,-9999,-9999
314,587337.5,5252862.5,-9999,-9999
315,587437.5,5252862.5,-9999,-9999
316,587537.5,5252862.5,-9999,-9999
317,587637.5,5252862.5,-9999,-9999
318,587737.5,5252862.5,-9999,-9999
319,587837.5,5252862.5,-9999,-9999
320,587937.5,5252862.5,-9999,-9999
321,588037.5,5252862.5,-9999,-9999
322,588137.5,5252862.5,-9999,-9999
323,588237.5,5252862.5,-9999,-9999
324,588337.5,5252862.5,-9999,-9999
325,588437.5,5252862.5,-9999,-9999
326,588537.5,5252862.5,-9999,-9999
327,588637.5,5252862.5,-9999,-9999
328,588737.5,5252862.5,-9999,-9999
329,588837.5,5252862.5,-9999,-9999
330,588937.5,5252862.5,-9999,-9999
331,589037.5,5252862.5,-9999,-9999
332,589137.5,5252862.5,-9999,-9999
333,589237.5,5252862.5,-9999,-9999
334,589337.5,5252862.5,-9999,-9999
335,589437.5,5252862.5,-9999,-9999
336,589537.5,5252862.5,-9999,-9999
337,589637.5,5252862.5,-9999,-9999
338,589737.5,5252862.5,-9999,-9999
339,589837.5,5252862.5,-9999,-9999
340,589937.5,5252862.5,-9999,-9999
341,590037.5,5252862.5,-9999,-9999
342,590137.5,5252862.5,-9999,-9999
343,590237.5,5252862.5,-9999,-9999
344,590337.5,5252862.5,-9999,-9999
345,590437.5,5252862.5,-9999,-9999
346,590537.5,5252862.5,-9999,-9999
347,590637.5,5252862.5,-9999,-9999
348,590737.5,5252862.5,-9999,-9999
349,590837.5,5252862.5,-9999,-9999
350,590937.5,5252862.5,-9999,-9999
351,591037.5,5252862.5,-9999,-9999
352,591137.5,5252862.5,-9999,-9999
353,591237.5,5252862.5,-9999,-9999
354,591337.5,5252862.5,-9999,-9999
355,591437.5,5252862.5,-9999,-9999
356,591537.5,5252862.5,-9999,-9999
357,591637.5,5252862.5,-9999,-9999
358,591737.5,5252862.5,-9999,-9999
359,591837.5,5252862.5,-9999,-9999
360,591937.5,5252862.5,-9999,-9999
361,592037.5,5252862.5,-9999,-9999
362,592137.5,5252862.5,-9999,-9999
363,592237.5,5252862.5,-9999,-9999
364,592337.5,5252862.5,-9999,-9999
365,592437.5,5252862.5,-9999,-9999
366,592537.5,5252862.5,-9999,-9999
367,592637.5,5252862.5,-9999,-9999
368,592737.5,5252862.5,-9999,-9999
369,592837.5,5252862.5,-9999,-9999
370,592937.5,5252862.5,-9999,-9999
371,593037.5,5252862.5,-9999,-9999
372,593137.5,5252862.5,-9999,-9999
373,593237.5,5252862.5,-9999,-9999
374,593337.5,5252862.5,-9999,-9999
375,593437.5,5252862.5,-9999,-9999
376,593537.5,5252862.5,-9999,-9999
377,593637.5,5252862.5,-9999,-9999
378,593737.5,5252862.5,-9999,-9999
379,593837.5,5252862.5,-9999,-9999
380,593937.5,5252862.5,-9999,-9999
381,575037.5,5252762.5,-9999,-9999
382,575137.5,5252762.5,-9999,-9999
383,575237.5,5252762.5,-9999,-9999
384,575337.5,5252762.5,-9999,-9999
385,575437.5,5252762.5,-9999,-9999
386,575537.5,5252762.5,-9999,-9999
387,575637.5,5252762.5,-9999,-9999
388,575737.5,5252762.5,-9999,-9999
389,575837.5,5252762.5,-9999,-9999
390,575937.5,5252762.5,-9999,-9999
391,576037.5,5252762.5,-9999,-9999
392,576137.5,5252762.5,-9999,-9999
393,576237.5,5252762.5,-9999,-9999
394,576337.5,5252762.5,-9999,-9999
395,576437.5,5252762.5,-9999,-9999
396,576537.5,5252762.5,-9999,-9999
397,576637.5,5252762.5,-9999,-9999
398,576737.5,5252762.5,-9999,-9999
399,576837.5,5252762.5,-9999,-9999
400,576937.5,5252762.5,-9999,-9999
401,577037.5,5252762.5,-9999,-9999
402,577137.5,5252762.5,-9999,-9999
403,577237.5,5252762.5,-9999,-9999
404,577337.5,5252762.5,-9999,-9999
405,577437.5,5252762.5,-9999,-9999
406,577537.5,5252762.5,-9999,-9999
407,577637.5,5252762.5,-9999,-9999
408,577737.5,5252762.5,-9999,-9999
409,577837.5,5252762.5,-9999,-9999
410,577937.5,5252762.5,-9999,-9999
411,578037.5,5252762.5,-9999,-9999
412,578137.5,5252762.5,-9999,-9999
413,578237.5,5252762.5,-9999,-9999
414,578337.5,5252762.5,-9999,-9999
415,578437.5,5252762.5,-9999,-9999
416,578537.5,5252762.5,-9999,-9999
417,578637.5,5252762.5,-9999,-9999
418,578737.5,5252762.5,-9999,-9999
419,578837.5,5252762.5,-9999,-9999
420,578937.5,5252762.5,-9999,-9999
421,579037.5,5252762.5,-9999,-9999
422,579137.5,5252762.5,-9999,-9999
423,579237.5,5252762.5,-9999,-9999
424,579337.5,5252762.5,-9999,-9999
425,579437.5,5252762.5,-9999,-9999
426,579537.5,5252762.5,-9999,-9999
427,579637.5,5252762.5,-9999,-9999
428,579737.5,5252762.5,-9999,-9999
429,579837.5,5252762.5,-9999,-9999
430,579937.5,5252762.5,-9999,-9999
431,580037.5,5252762.5,-9999,-9999
432,580137.5,5252762.5,-9999,-9999
433,580237.5,5252762.5,-9999,-9999
434,580337.5,5252762.5,-9999,-9999
435,580437.5,5252762.5,-9999,-9999
436,580537.5,5252762.5,-9999,-9999
437,580637.5,5252762.5,-9999,-9999
438,580737.5,5252762.5,-9999,-9999
439,580837.5,5252762.5,-9999,-9999
440,580937.5,5252762.5,-9999,-9999
441,581037.5,5252762.5,-9999,-9999
442,581137.5,5252762.5,-9999,-9999
443,581237.5,5252762.5,-9999,-9999
444,581337.5,5252762.5,-9999,-9999
445,581437.5,5252762.5,-9999,-9999
446,581537.5,5252762.5,-9999,-9999
447,581637.5,5252762.5,-9999,-9999
448,581737.5,5252762.5,-9999,-9999
449,581837.5,5252762.5,-9999,-9999
450,581937.5,5252762.5,-9999,-9999
451,582037.5,5252762.5,-9999,-9999
452,582137.5,5252762.5,-9999,-9999
453,582237.5,5252762.5,-9999,-9999
454,582337.5,5252762.5,-9999,-9999
455,582437.5,5252762.5,-9999,-9999
456,582537.5,5252762.5,-9999,-9999
457,582637.5,5252762.5,-9999,-9999
458,582737.5,5252762.5,-9999,-9999
459,582837.5,5252762.5,-9999,-9999
460,582937.5,5252762.5,-9999,-9999
461,583037.5,5252762.5,-9999,-9999
462,583137.5,5252762.5,-9999,-9999
463,583237.5,5252762.5,-9999,-9999
464,583337.5,5252762.5,-9999,-9999
465,583437.5,5252762.5,-9999,-9999
466,583537.5,5252762.5,-9999,-9999
467,583637.5,5252762.5,-9999,-9999
468,583737.5,5252762.5,-9999,-9999
469,583837.5,5252762.5,-9999,-9999
470,583937.5,5252762.5,-9999,-9999
471,584037.5,5252762.5,-9999,-9999
472,584137.5,5252762.5,-9999,-9999
473,584237.5,5252762.5,-9999,-9999
474,584337.5,5252762.5,-9999,-9999
475,584437.5,5252762.5,-9999,-9999
476,584537.5,5252762.5,-9999,-9999
477,584637.5,5252762.5,-9999,-9999
478,584737.5,5252762.5,-9999,-9999
479,584837.5,5252762.5,-9999,-9999
480,584937.5,5252762.5,-9999,-9999
481,585037.5,5252762.5,-9999,-9999
482,585137.5,5252762.5,-9999,-9999
483,585237.5,5252762.5,-9999,-9999
484,585337.5,5252762.5,-9999,-9999
485,585437.5,5252762.5,-9999,-9999
486,585537.5,5252762.5,-9999,-9999
487,585637.5,5252762.5,-9999,-9999
488,585737.5,5252762.5,-9999,-9999
489,585837.5,5252762.5,-9999,-9999
490,585937.5,5252762.5,-9999,-9999
491,586037.5,5252762.5,-9999,-9999
492,586137.5,5252762.5,-9999,-9999
493,586237.5,5252762.5,-9999,-9999
494,586337.5,5252762.5,-9999,-9999
495,586437.5,5252762.5,-9999,-9999
496,586537.5,5252762.5,-9999,-9999
497,586637.5,5252762.5,-9999,-9999
498,586737.5,5252762.5,-9999,-9999
499,586837.5,5252762.5,-9999,-9999
500,586937.5,5252762.5,-9999,-9999
501,587037.5,5252762.5,-9999,-9999
502,587137.5,5252762.5,-9999,-9999
503,587237.5,5252762.5,-9999,-9999
504,587337.5,5252762.5,-9999,-9999
505,587437.5,5252762.5,-9999,-9999
506,587537.5,5252762.5,-9999,-9999
507,587637.5,5252762.5,-9999,-9999
508,587737.5,5252762.5,-9999,-9999
509,587837.5,5252762.5,-9999,-9999
510,587937.5,5252762.5,-9999,-9999
511,588037.5,5252762.5,-9999,-9999
512,588137.5,5252762.5,-9999,-9999
513,588237.5,5252762.5,-9999,-9999
514,588337.5,5252762.5,-9999,-9999
515,588437.5,5252762.5,-9999,-9999
516,588537.5,5252762.5,-9999,-9999
517,588637.5,5252762.5,-9999,-9999
518,588737.5,5252762.5,-9999,-9999
519,588837.5,5252762.5,-9999,-9999
520,588937.5,5252762.5,-9999,-9999
521,589037.5,5252762.5,-9999,-9999
522,589137.5,5252762.5,-9999,-9999
523,589237.5,5252762.5,-9999,-9999
524,589337.5,5252762.5,-9999,-9999
525,589437.5,5252762.5,-9999,-9999
526,589537.5,5252762.5,-9999,-9999
527,589637.5,5252762.5,-9999,-9999
528,589737.5,5252762.5,-9999,-9999
529,589837.5,5252762.5,-9999,-9999
530,589937.5,5252762.5,-9999,-9999
531,590037.5,5252762.5,-9999,-9999
532,590137.5,5252762.5,-9999,-9999
533,590237.5,5252762.5,-9999,-9999
534,590337.5,5252762.5,-9999,-9999
535,590437.5,5252762.5,-9999,-9999
536,590537.5,5252762.5,-9999,-9999
537,590637.5,5252762.5,-9999,-9999
538,590737.5,5252762.5,-9999,-9999
539,590837.5,5252762.5,-9999,-9999
540,590937.5,5252762.5,-9999,-9999
541,591037.5,5252762.5,-9999,-9999
542,591137.5,5252762.5,-9999,-9999
543,591237.5,5252762.5,-9999,-9999
544,591337.5,5252762.5,-9999,-9999
545,591437.5,5252762.5,-9999,-9999
546,591537.5,5252762.5,-9999,-9999
547,591637.5,5252762.5,-9999,-9999
548,591737.5,5252762.5,-9999,-9999
549,591837.5,5252762.5,-9999,-9999
550,591937.5,5252762.5,-9999,-9999
551,592037.5,5252762.5,-9999,-9999
552,592137.5,5252762.5,-9999,-9999
553,592237.5,5252762.5,-9999,-9999
554,592337.5,5252762.5,-9999,-9999
555,592437.5,5252762.5,-9999,-9999
556,592537.5,5252762.5,-9999,-9999
557,592637.5,5252762.5,-9999,-9999
558,592737.5,5252762.5,-9999,-9999
559,592837.5,5252762.5,-9999,-9999
560,592937.5,5252762.5,-9999,-9999
561,593037.5,5252762.5,-9999,-9999
562,593137.5,5252762.5,-9999,-9999
563,593237.5,5252762.5,-9999,-9999
564,593337.5,5252762.5,-9999,-9999
565,593437.5,5252762.5,-9999,-9999
566,593537.5,5252762.5,-9999,-9999
567,593637.5,5252762.5,-9999,-9999
568,593737.5,5252762.5,-9999,-9999
569,593837.5,5252762.5,-9999,-9999
570,593937.5,5252762.5,-9999,-9999
571,575037.5,5252662.5,-9999,-9999
572,575137.5,5252662.5,-9999,-9999
573,575237.5,5252662.5,-9999,-9999
574,575337.5,5252662.5,-9999,-9999
575,575437.5,5252662.5,-9999,-9999
576,575537.5,5252662.5,-9999,-9999
577,575637.5,5252662.5,-9999,-9999
578,575737.5,5252662.5,-9999,-9999
579,575837.5,5252662.5,-9999,-9999
580,575937.5,5252662.5,-9999,-9999
581,576037.5,5252662.5,-9999,-9999
582,576137.5,5252662.5,-9999,-9999
583,576237.5,5252662.5,-9999,-9999
584,576337.5,5252662.5,-9999,-9999
585,576437.5,5252662.5,-9999,-9999
586,576537.5,5252662.5,-9999,-9999
587,576637.5,5252662.5,-9999,-9999
588,576737.5,5252662.5,-9999,-9999
589,576837.5,5252662.5,-9999,-9999
590,576937.5,5252662.5,-9999,-9999
591,577037.5,5252662.5,-9999,-9999
592,577137.5,5252662.5,-9999,-9999
593,577237.5,5252662.5,-9999,-9999
594,577337.5,5252662.5,-9999,-9999
595,577437.5,5252662.5,-9999,-9999
596,577537.5,5252662.5,-9999,-9999
597,577637.5,5252662.5,-9999,-9999
598,577737.5,5252662.5,-9999,-9999
599,577837.5,5252662.5,-9999,-9999
600,577937.5,5252662.5,-9999,-9999
601,578037.5,5252662.5,-9999,-9999
602,578137.5,5252662.5,-9999,-9999
603,578237.5,5252662.5,-9999,-9999
604,578337.5,5252662.5,-9999,-9999
605,578437.5,5252662.5,-9999,-9999
606,578537.5,5252662.5,-9999,-9999
607,578637.5,5252662.5,-9999,-9999
608,578737.5,5252662.5,-9999,-9999
609,578837.5,5252662.5,-9999,-9999
610,578937.5,5252662.5,-9999,-9999
611,579037.5,5252662.5,-9999,-9999
612,579137.5,5252662.5,-9999,-9999
613,579237.5,5252662.5,-9999,-9999
614,579337.5,5252662.5,-9999,-9999
615,579437.5,5252662.5,-9999,-9999
616,579537.5,5252662.5,-9999,-9999
617,579637.5,5252662.5,-9999,-9999
618,579737.5,5252662.5,-9999,-9999
619,579837.5,5252662.5,-9999,-9999
620,579937.5,5252662.5,-9999,-9999
621,580037.5,5252662.5,-9999,-9999
622,580137.5,5252662.5,-9999,-9999
623,580237.5,5252662.5,-9999,-9999
624,580337.5,5252662.5,-9999,-9999
625,580437.5,5252662.5,-9999,-9999
626,580537.5,5252662.5,-9999,-9999
627,580637.5,5252662.5,-9999,-9999
628,580737.5,5252662.5,-9999,-9999
629,580837.5,5252662.5,-9999,-9999
630,580937.5,5252662.5,-9999,-9999
631,581037.5,5252662.5,-9999,-9999
632,581137.5,5252662.5,-9999,-9999
633,581237.5,5252662.5,-9999,-9999
634,581337.5,5252662.5,-9999,-9999
635,581437.5,5252662.5,-9999,-9999
636,581537.5,5252662.5,-9999,-9999
637,581637.5,5252662.5,-9999,-9999
638,581737.5,5252662.5,-9999,-9999
639,581837.5,5252662.5,-9999,-9999
640,581937.5,5252662.5,-9999,-9999
641,582037.5,5252662.5,-9999,-9999
642,582137.5,5252662.5,-9999,-9999
643,582237.5,5252662.5,-9999,-9999
644,582337.5,5252662.5,-9999,-9999
645,582437.5,5252662.5,-9999,-9999
646,582537.5,5252662.5,-9999,-9999
647,582637.5,5252662.5,-9999,-9999
648,582737.5,5252662.5,-9999,-9999
649,582837.5,5252662.5,-9999,-9999
650,582937.5,5252662.5,-9999,-9999
651,583037.5,5252662.5,-9999,-9999
652,583137.5,5252662.5,-9999,-9999
653,583237.5,5252662.5,-9999,-9999
654,583337.5,5252662.5,-9999,-9999
655,583437.5,5252662.5,-9999,-9999
656,583537.5,5252662.5,-9999,-9999
657,583637.5,5252662.5,-9999,-9999
658,583737.5,5252662.5,-9999,-9999
659,583837.5,5252662.5,-9999,-9999
660,583937.5,5252662.5,-9999,-9999
661,584037.5,5252662.5,-9999,-9999
662,584137.5,5252662.5,-9999,-9999
663,584237.5,5252662.5,-9999,-9999
