ID,X,Y,Z,formation,azimuth,dip,polarity,fault,overturned,erosion,source,type,use,depth
SD-067,579084,5248670,965,Quaternary,280,70,1,n,n,0,Huth 1998,orientation,y,0
SD-068,579328,5248510,1056,Schrattenkalk,270,30,1,n,n,0,Huth 1998,orientation,y,0
SD-069,579782,5248300,1398,Schrattenkalk,265,45,1,n,n,0,Huth 1998,orientation,y,0
SD-070,579846,5248370,1342,Schrattenkalk,272,40,1,n,n,0,Huth 1998,orientation,y,0
SD-071,579176,5249150,956,Drusberg,92,70,1,n,n,0,Huth 1998,orientation,y,0
SD-072,579088,5249330,971,Schrattenkalk,275,45,1,n,n,0,Huth 1998,orientation,y,0
SD-073,580949,5248310,1541,Schrattenkalk,270,20,1,n,n,0,Huth 1998,orientation,y,0
SD-074,580498,5248470,1360,Schrattenkalk,230,27,1,n,n,0,Huth 1998,orientation,y,0
SD-075,582678,5248500,1687,Kieselkalk,255,30,1,n,n,0,Huth 1998,orientation,y,0
SD-076,581829,5249260,1219,Schrattenkalk,270,65,1,n,n,0,Huth 1998,orientation,y,0
SD-077,583583,5248740,1477,Schrattenkalk,120,30,1,n,n,0,Huth 1998,orientation,y,0
SD-078,583395,5248700,1433,Drusberg,130,40,1,n,n,0,Huth 1998,orientation,y,0
SD-079,579053,5249520,948,Garschella,285,23,1,n,n,0,Huth 1998,orientation,y,0
SD-080,583898,5248650,1566,Schrattenkalk,120,30,1,n,n,0,Huth 1998,orientation,y,0
SD-081,583408,5248840,1345,Kieselkalk,120,55,1,n,n,0,Huth 1998,orientation,y,0
SD-082,582952,5245790,2025,Schrattenkalk,275,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-083,582713,5247060,1818,Schrattenkalk,275,15,1,n,n,0,Tomsu 1998,orientation,y,0
SD-084,583233,5247360,1727,Schrattenkalk,260,15,1,n,n,0,Tomsu 1998,orientation,y,0
SD-085,582404,5247450,1626,Schrattenkalk,272,20,1,n,n,0,Tomsu 1998,orientation,y,0
SD-086,581361,5247210,1587,Schrattenkalk,240,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-087,581323,5247980,1576,Schrattenkalk,165,20,1,n,n,0,Tomsu 1998,orientation,y,0
SD-088,580578,5247500,1263,Schrattenkalk,145,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-089,581081,5248160,1553,Schrattenkalk,240,75,1,n,n,0,Tomsu 1998,orientation,y,0
SD-090,580092,5247390,1118,Schrattenkalk,220,20,1,n,n,0,Tomsu 1998,orientation,y,0
SD-091,580604,5247350,1300,Schrattenkalk,210,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-092,580210,5247240,1258,Schrattenkalk,245,40,1,n,n,0,Tomsu 1998,orientation,y,0
SD-093,579896,5247370,1094,Schrattenkalk,210,40,1,n,n,0,Tomsu 1998,orientation,y,0
SD-094,579573,5247660,1087,Schrattenkalk,160,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-095,579066,5248110,1038,Schrattenkalk,160,50,1,n,n,0,Tomsu 1998,orientation,y,0
SD-096,578822,5248000,1026,Schrattenkalk,155,40,1,n,n,0,Tomsu 1998,orientation,y,0
SD-097,579223,5247460,1027,Schrattenkalk,145,45,1,n,n,0,Tomsu 1998,orientation,y,0
SD-098,579366,5247340,1030,Garschella,145,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-099,578596,5247860,1005,Amdener,220,85,1,n,n,0,Tomsu 1998,orientation,y,0
SD-100,579419,5247290,1061,Amdener,170,25,1,n,n,0,Tomsu 1998,orientation,y,0
SD-101,578632,5247980,1077,Schrattenkalk,150,40,1,n,n,0,Tomsu 1998,orientation,y,0
SD-102,579017,5248690,965,Schrattenkalk,275,55,1,n,n,0,Tomsu 1998,orientation,y,0
SD-103,579316,5246730,1090,Kieselkalk,270,70,1,n,n,0,Tomsu 1998,orientation,y,0
SD-104,579414,5246830,1151,Drusberg,270,70,1,n,n,0,Tomsu 1998,orientation,y,0
SD-105,580354,5246760,1621,Drusberg,280,45,1,n,n,0,Tomsu 1998,orientation,y,0
SD-106,581302,5246460,1561,Drusberg,265,30,1,n,n,0,Tomsu 1998,orientation,y,0
SD-107,581873,5246200,1717,Drusberg,290,40,1,n,n,0,Tomsu 1998,orientation,y,0
SD-108,581218,5247540,1448,Drusberg,117,20,1,n,n,0,Tomsu 1998,orientation,y,0
SD-109,581466,5246640,1679,Drusberg,280,35,1,n,n,0,Tomsu 1998,orientation,y,0
SD-110,588950,5246790,1040,Schrattenkalk,119,20,1,n,n,0,Fandel 2019,orientation,y,0
SD-111,588931,5246780,1057,Garschella,116,30,1,n,n,0,Fandel 2019,orientation,y,0
SD-112,587986,5247230,1186,Schrattenkalk,98,35,1,n,n,0,Fandel 2019,orientation,y,0
SD-113,586288,5247910,1522,Schrattenkalk,86,17,1,n,n,0,Fandel 2019,orientation,y,0
SD-114,586645,5245110,1307,Schrattenkalk,306,15,1,n,n,0,Fandel 2019,orientation,y,0
SD-115,587079,5245090,1196,Schrattenkalk,348,15,1,n,n,0,Fandel 2019,orientation,y,0
SD-116,587012,5245010,1199,Schrattenkalk,296,12,1,n,n,0,Fandel 2019,orientation,y,0
