6 50 42
6 51 42
6 52 42
6 53 42
6 54 42
6 55 42
6 56 42
6 57 42
6 58 42
6 59 42
6 60 42
6 61 42
6 62 42
6 63 42
6 64 42
6 65 42
6 66 42
6 67 42
6 68 42
6 69 42
6 70 42
6 71 42
6 72 42
6 73 42
6 73 43
6 73 44
6 73 45
6 73 46
6 73 47
6 73 48
6 73 49
6 73 50
6 73 51
6 73 52
6 73 53
6 73 54
6 73 55
6 73 56
7 49 42
7 50 42
8 48 42
8 49 42
9 47 42
9 48 42
10 46 42
10 47 42
11 45 42
11 46 42
12 44 41
12 45 41
12 45 42
13 43 39
13 43 40
13 43 41
13 43 42
13 43 43
13 43 44
13 43 45
13 43 46
13 43 47
13 44 40
13 44 41
14 43 39
15 43 39
16 43 39
17 43 39
18 43 39
19 43 39
20 43 39
21 43 39
22 43 39
23 43 39
24 43 39
25 43 39
26 43 39
27 43 39
28 43 39
29 43 39
30 43 39
31 7 40
31 7 41
31 7 42
31 7 43
31 7 44
31 7 45
31 7 46
31 7 47
31 7 48
31 7 49
31 7 50
31 8 40
31 9 40
31 10 40
31 11 40
31 12 40
31 13 40
31 14 40
31 15 40
31 16 40
31 17 40
31 18 40
31 19 40
31 20 40
31 21 40
31 22 40
31 23 40
31 24 40
31 25 40
31 26 40
31 27 40
31 28 40
31 29 40
31 30 40
31 31 40
31 32 40
31 33 40
31 34 40
31 35 40
31 36 40
31 37 40
31 38 40
31 39 40
31 40 40
31 41 40
31 42 39
31 42 40
31 43 39
32 43 39
33 43 39
34 43 39
35 43 39
36 43 39
37 43 39
38 43 39
39 43 39
40 43 39
40 72 39
40 72 40
40 72 41
40 72 42
40 72 43
40 72 44
40 72 45
40 72 46
40 72 47
41 43 39
41 72 39
42 43 39
42 72 39
43 43 39
43 72 39
44 43 39
44 72 39
45 43 38
45 43 39
45 72 39
46 43 38
46 72 39
47 43 38
47 44 38
47 45 38
47 45 39
47 46 39
47 47 39
47 48 39
47 49 39
47 50 39
47 51 39
47 52 39
47 53 39
47 54 39
47 55 39
47 56 39
47 57 39
47 58 39
47 59 39
47 60 39
47 61 39
47 62 39
47 63 39
47 64 39
47 65 39
47 66 39
47 67 39
47 68 39
47 69 39
47 70 39
47 71 39
47 72 39
47 73 39
47 74 39
47 75 39
47 76 39
47 77 39
47 77 40
47 77 41
47 77 42
47 77 43
47 77 44
47 77 45
47 77 46
47 77 47
48 43 38
49 43 37
49 43 38
50 43 37
51 43 37
52 43 36
52 43 37
53 42 36
53 43 36
54 41 36
54 42 36
55 40 35
55 41 35
55 41 36
56 39 35
56 40 35
57 39 35
