5.814875e+05 5.244563e+06 1.817500e+03
5.814875e+05 5.244563e+06 1845
5.814875e+05 5.244563e+06 1.872500e+03
5.815375e+05 5.244563e+06 1.817500e+03
5.815875e+05 5.244513e+06 1.817500e+03
5.815875e+05 5.244563e+06 1.817500e+03
5.816375e+05 5.244463e+06 1790
5.816375e+05 5.244513e+06 1790
5.816375e+05 5.244513e+06 1.817500e+03
5.816875e+05 5.244413e+06 1790
5.816875e+05 5.244463e+06 1790
5.817375e+05 5.244363e+06 1790
5.817375e+05 5.244413e+06 1790
5.817875e+05 5.244313e+06 1.707500e+03
5.817875e+05 5.244363e+06 1.707500e+03
5.817875e+05 5.244363e+06 1735
5.817875e+05 5.244363e+06 1.762500e+03
5.817875e+05 5.244363e+06 1790
5.818375e+05 5.244313e+06 1.707500e+03
5.818875e+05 5.244263e+06 1.707500e+03
5.818875e+05 5.244313e+06 1.707500e+03
5.819375e+05 5.244263e+06 1.652500e+03
5.819375e+05 5.244263e+06 1680
5.819375e+05 5.244263e+06 1.707500e+03
5.819375e+05 5.244263e+06 1735
5.819375e+05 5.244313e+06 1.707500e+03
5.819375e+05 5.244313e+06 1735
5.819375e+05 5.244313e+06 1.762500e+03
5.819875e+05 5.244263e+06 1.652500e+03
5.820375e+05 5.244263e+06 1.652500e+03
5.820875e+05 5.244263e+06 1.652500e+03
5.821375e+05 5.244263e+06 1.652500e+03
5.821875e+05 5.244213e+06 1.652500e+03
5.821875e+05 5.244263e+06 1.652500e+03
5.822375e+05 5.244063e+06 1.652500e+03
5.822375e+05 5.244113e+06 1.652500e+03
5.822375e+05 5.244163e+06 1.652500e+03
5.822375e+05 5.244213e+06 1.652500e+03
5.822875e+05 5.244063e+06 1625
5.822875e+05 5.244063e+06 1.652500e+03
5.823375e+05 5.244063e+06 1625
5.823875e+05 5.244063e+06 1625
5.824375e+05 5.244063e+06 1625
5.824875e+05 5.244063e+06 1625
5.825375e+05 5.244063e+06 1.597500e+03
5.825375e+05 5.244063e+06 1625
5.825875e+05 5.244063e+06 1570
5.825875e+05 5.244063e+06 1.597500e+03
5.826375e+05 5.244063e+06 1570
5.826875e+05 5.244063e+06 1570
5.827375e+05 5.244063e+06 1570
5.827875e+05 5.244063e+06 1.542500e+03
5.827875e+05 5.244063e+06 1570
5.828375e+05 5.243013e+06 1405
5.828375e+05 5.243013e+06 1.432500e+03
5.828375e+05 5.244063e+06 1515
5.828375e+05 5.244063e+06 1.542500e+03
5.828875e+05 5.243013e+06 1405
5.828875e+05 5.244063e+06 1515
5.829375e+05 5.243013e+06 1405
5.829375e+05 5.244063e+06 1515
5.829875e+05 5.243013e+06 1405
5.829875e+05 5.243063e+06 1405
5.829875e+05 5.244063e+06 1515
5.830375e+05 5.243063e+06 1405
5.830375e+05 5.243113e+06 1405
5.830375e+05 5.244063e+06 1515
5.830875e+05 5.243113e+06 1.377500e+03
5.830875e+05 5.243113e+06 1405
5.830875e+05 5.244063e+06 1515
5.831375e+05 5.243113e+06 1.377500e+03
5.831375e+05 5.244063e+06 1515
5.831875e+05 5.243113e+06 1.377500e+03
5.831875e+05 5.244063e+06 1515
5.832375e+05 5.243113e+06 1.377500e+03
5.832375e+05 5.244063e+06 1515
5.832875e+05 5.243113e+06 1.377500e+03
5.832875e+05 5.244063e+06 1515
5.832875e+05 5.244113e+06 1515
5.833375e+05 5.243113e+06 1.377500e+03
5.833375e+05 5.244113e+06 1515
5.833375e+05 5.245863e+06 1845
5.833375e+05 5.245863e+06 1.872500e+03
5.833375e+05 5.245863e+06 1900
5.833375e+05 5.245863e+06 1.927500e+03
5.833375e+05 5.245913e+06 1.927500e+03
5.833375e+05 5.245913e+06 1955
5.833875e+05 5.243113e+06 1.377500e+03
5.833875e+05 5.244113e+06 1515
5.833875e+05 5.245863e+06 1845
5.834375e+05 5.243113e+06 1.377500e+03
5.834375e+05 5.244113e+06 1515
5.834375e+05 5.244163e+06 1515
5.834375e+05 5.245863e+06 1845
5.834875e+05 5.243063e+06 1.377500e+03
5.834875e+05 5.243113e+06 1.377500e+03
5.834875e+05 5.244163e+06 1515
5.834875e+05 5.244163e+06 1.542500e+03
5.834875e+05 5.245863e+06 1845
5.835375e+05 5.243013e+06 1295
5.835375e+05 5.243063e+06 1295
5.835375e+05 5.243063e+06 1.322500e+03
5.835375e+05 5.243063e+06 1350
